Order_ID,Order_Date,Promised_Delivery_Date,Actual_Delivery_Date,City,Zone,Warehouse_ID,Delivery_Agent_ID,Vendor,Product_Category,Order_Value_INR,Payment_Mode,Promised_Delivery_Days,Actual_Delivery_Days,Delay_Days,Delay_Category,Is_Delayed,Delay_Reason,SLA_Breached,Delivery_Attempts,Month,Quarter,Is_Festive_Season,Is_Monsoon_Season
ORD104790,22-10-2024,29-10-2024,02-11-2024,Surat,West,WH_SRT_01,AGT_0062,Shadowfax,Beauty,7431.44,COD,7,11,4,Moderate Delay,Yes,Warehouse Processing Delay,Yes,1,October,Q4,Yes,No
ORD104791,15-08-2024,20-08-2024,20-08-2024,Patna,East,WH_PAT_01,AGT_0097,Delhivery,Toys,8403.79,COD,5,5,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD104792,01-05-2024,02-05-2024,06-05-2024,Chennai,South,WH_CHN_01,AGT_0019,DTDC,Groceries,8876.67,COD,1,5,4,Moderate Delay,Yes,High Order Volume,Yes,1,May,Q2,No,No
ORD104793,10-09-2024,17-09-2024,17-09-2024,Indore,Central,WH_IND_01,AGT_0053,DTDC,Home & Kitchen,8282.44,COD,7,7,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD104794,15-06-2024,16-06-2024,15-06-2024,Bangalore,South,WH_BLR_01,AGT_0147,DTDC,Fashion,2608.13,Prepaid,1,1,0,On Time,No,None,No,1,June,Q2,No,Yes
ORD104795,04-02-2024,05-02-2024,11-02-2024,Surat,West,WH_SRT_01,AGT_0120,DTDC,Toys,824.87,Prepaid,1,7,6,Severe Delay,Yes,Customer Unavailable,Yes,3,February,Q1,No,No
ORD104796,13-10-2024,18-10-2024,19-10-2024,Nagpur,Central,WH_NGP_01,AGT_0018,Ekart,Electronics,13308.86,Prepaid,5,6,1,Minor Delay,Yes,Weather Conditions,No,1,October,Q4,Yes,No
ORD104797,11-05-2024,18-05-2024,25-05-2024,Bangalore,South,WH_BLR_01,AGT_0150,BlueDart,Toys,11280.54,Prepaid,7,14,7,Severe Delay,Yes,Route Optimization Failure,Yes,1,May,Q2,No,No
ORD104798,24-08-2024,27-08-2024,26-08-2024,Bangalore,South,WH_BLR_01,AGT_0080,Ekart,Books,6234.37,COD,3,3,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD104799,24-08-2024,29-08-2024,28-08-2024,Surat,West,WH_SRT_01,AGT_0001,Ekart,Beauty,9494.96,COD,5,5,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD104800,23-12-2024,28-12-2024,04-01-2025,Ahmedabad,West,WH_AMD_01,AGT_0054,XpressBees,Beauty,10556.74,COD,5,12,7,Severe Delay,Yes,Vehicle Breakdown,Yes,1,December,Q4,No,No
ORD104801,03-06-2024,06-06-2024,10-06-2024,Bhopal,Central,WH_BHO_01,AGT_0052,BlueDart,Groceries,13130.85,Prepaid,3,7,4,Moderate Delay,Yes,High Order Volume,Yes,1,June,Q2,No,Yes
ORD104802,13-06-2024,20-06-2024,19-06-2024,Jaipur,North,WH_JAI_01,AGT_0108,XpressBees,Toys,8423.3,COD,7,8,1,Minor Delay,Yes,None,No,1,June,Q2,No,Yes
ORD104803,08-03-2024,15-03-2024,15-03-2024,Nagpur,Central,WH_NGP_01,AGT_0015,Dunzo,Books,9326.54,COD,7,10,3,Moderate Delay,Yes,None,No,1,March,Q1,No,No
ORD104804,26-05-2024,27-05-2024,27-05-2024,Chennai,South,WH_CHN_01,AGT_0111,BlueDart,Beauty,9549.77,Prepaid,1,1,0,On Time,No,None,No,1,May,Q2,No,No
ORD104805,03-10-2024,10-10-2024,16-10-2024,Mumbai,West,WH_MUM_01,AGT_0108,BlueDart,Toys,354.78,Prepaid,7,13,6,Severe Delay,Yes,Traffic Congestion,Yes,1,October,Q4,Yes,No
ORD104806,03-09-2024,10-09-2024,13-09-2024,Surat,West,WH_SRT_01,AGT_0047,Ekart,Groceries,4813.83,COD,7,10,3,Moderate Delay,Yes,Warehouse Processing Delay,Yes,1,September,Q3,No,Yes
ORD104807,02-03-2024,09-03-2024,14-03-2024,Bangalore,South,WH_BLR_01,AGT_0039,Ekart,Home & Kitchen,3191.25,COD,7,12,5,Moderate Delay,Yes,Traffic Congestion,Yes,1,March,Q1,No,No
ORD104808,26-03-2024,28-03-2024,27-03-2024,Hyderabad,South,WH_HYD_01,AGT_0066,Delhivery,Home & Kitchen,4128.65,COD,2,2,0,On Time,No,None,No,1,March,Q1,No,No
ORD104809,05-10-2024,12-10-2024,18-10-2024,Patna,East,WH_PAT_01,AGT_0033,XpressBees,Home & Kitchen,14863.23,Prepaid,7,13,6,Severe Delay,Yes,Customer Unavailable,Yes,2,October,Q4,Yes,No
ORD104810,03-06-2024,08-06-2024,13-06-2024,Jaipur,North,WH_JAI_01,AGT_0038,XpressBees,Beauty,1354.08,Prepaid,5,10,5,Moderate Delay,Yes,Route Optimization Failure,Yes,1,June,Q2,No,Yes
ORD104811,26-02-2024,28-02-2024,28-02-2024,Indore,Central,WH_IND_01,AGT_0089,DTDC,Fashion,10777.86,Prepaid,2,2,0,On Time,No,None,No,1,February,Q1,No,No
ORD104812,01-07-2024,06-07-2024,10-07-2024,Surat,West,WH_SRT_01,AGT_0066,DTDC,Toys,10759.11,COD,5,9,4,Moderate Delay,Yes,Traffic Congestion,Yes,1,July,Q3,No,Yes
ORD104813,30-03-2024,06-04-2024,06-04-2024,Bangalore,South,WH_BLR_01,AGT_0132,DTDC,Toys,3129.51,Prepaid,7,7,0,On Time,No,None,No,1,March,Q1,No,No
ORD104814,05-07-2024,12-07-2024,16-07-2024,Bhopal,Central,WH_BHO_01,AGT_0103,BlueDart,Electronics,12722.16,Prepaid,7,11,4,Moderate Delay,Yes,Weather Conditions,Yes,1,July,Q3,No,Yes
ORD104815,03-01-2024,10-01-2024,16-01-2024,Surat,West,WH_SRT_01,AGT_0094,Dunzo,Beauty,7389.55,COD,7,13,6,Severe Delay,Yes,Route Optimization Failure,Yes,1,January,Q1,No,No
ORD104816,01-07-2024,06-07-2024,05-07-2024,Jaipur,North,WH_JAI_01,AGT_0060,XpressBees,Home & Kitchen,10948.82,COD,5,5,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD104817,23-04-2024,28-04-2024,27-04-2024,Kolkata,East,WH_KOL_01,AGT_0112,Shadowfax,Electronics,2887.56,COD,5,5,0,On Time,No,None,No,1,April,Q2,No,No
ORD104818,28-05-2024,02-06-2024,01-06-2024,Lucknow,North,WH_LKO_01,AGT_0040,Delhivery,Toys,14286.38,Prepaid,5,5,0,On Time,No,None,No,1,May,Q2,No,No
ORD104819,12-12-2024,19-12-2024,18-12-2024,Nagpur,Central,WH_NGP_01,AGT_0041,Ekart,Sports,4305.98,Prepaid,7,7,0,On Time,No,None,No,1,December,Q4,No,No
ORD104820,02-12-2024,07-12-2024,06-12-2024,Chennai,South,WH_CHN_01,AGT_0014,Ekart,Toys,13070.63,Prepaid,5,5,0,On Time,No,None,No,1,December,Q4,No,No
ORD104821,31-08-2024,01-09-2024,05-09-2024,Delhi,North,WH_DEL_01,AGT_0076,Dunzo,Toys,9625.21,COD,1,5,4,Moderate Delay,Yes,High Order Volume,Yes,1,August,Q3,No,Yes
ORD104822,06-05-2024,07-05-2024,07-05-2024,Ahmedabad,West,WH_AMD_01,AGT_0032,Dunzo,Electronics,10774.77,COD,1,1,0,On Time,No,None,No,1,May,Q2,No,No
ORD104823,23-07-2024,28-07-2024,27-07-2024,Nagpur,Central,WH_NGP_01,AGT_0057,Ekart,Books,3640.38,Prepaid,5,5,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD104824,12-12-2024,13-12-2024,12-12-2024,Surat,West,WH_SRT_01,AGT_0081,Shadowfax,Fashion,4644.26,COD,1,1,0,On Time,No,None,No,1,December,Q4,No,No
ORD104825,16-12-2024,18-12-2024,17-12-2024,Patna,East,WH_PAT_01,AGT_0095,XpressBees,Electronics,963.38,Prepaid,2,2,0,On Time,No,None,No,1,December,Q4,No,No
ORD104826,15-04-2024,17-04-2024,16-04-2024,Chennai,South,WH_CHN_01,AGT_0142,DTDC,Electronics,1773.58,COD,2,2,0,On Time,No,None,No,1,April,Q2,No,No
ORD104827,20-09-2024,27-09-2024,02-10-2024,Indore,Central,WH_IND_01,AGT_0124,Ekart,Groceries,10571.26,COD,7,12,5,Moderate Delay,Yes,Route Optimization Failure,Yes,1,September,Q3,No,Yes
ORD104828,20-01-2024,22-01-2024,21-01-2024,Jaipur,North,WH_JAI_01,AGT_0108,BlueDart,Fashion,13255.82,COD,2,2,0,On Time,No,None,No,1,January,Q1,No,No
ORD104829,16-01-2024,21-01-2024,20-01-2024,Bangalore,South,WH_BLR_01,AGT_0149,Ecom Express,Fashion,13630.8,Prepaid,5,5,0,On Time,No,None,No,1,January,Q1,No,No
ORD104830,19-10-2024,24-10-2024,28-10-2024,Delhi,North,WH_DEL_01,AGT_0071,DTDC,Books,10523,COD,5,9,4,Moderate Delay,Yes,Warehouse Processing Delay,Yes,1,October,Q4,Yes,No
ORD104831,02-02-2024,05-02-2024,06-02-2024,Lucknow,North,WH_LKO_01,AGT_0083,Ekart,Toys,4051.44,Prepaid,3,4,1,Minor Delay,Yes,High Order Volume,No,1,February,Q1,No,No
ORD104832,23-08-2024,24-08-2024,23-08-2024,Kolkata,East,WH_KOL_01,AGT_0045,DTDC,Sports,7952.62,Prepaid,1,1,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD104833,24-04-2024,26-04-2024,26-04-2024,Bhopal,Central,WH_BHO_01,AGT_0041,Shadowfax,Toys,13923.23,Prepaid,2,2,0,On Time,No,None,No,1,April,Q2,No,No
ORD104834,17-12-2024,19-12-2024,18-12-2024,Delhi,North,WH_DEL_01,AGT_0074,XpressBees,Books,3734.54,Prepaid,2,2,0,On Time,No,None,No,1,December,Q4,No,No
ORD104835,16-07-2024,18-07-2024,18-07-2024,Delhi,North,WH_DEL_01,AGT_0120,Ekart,Toys,7010.89,COD,2,2,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD104836,26-08-2024,02-09-2024,02-09-2024,Ahmedabad,West,WH_AMD_01,AGT_0085,Ecom Express,Books,6199.77,COD,7,7,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD104837,13-08-2024,14-08-2024,13-08-2024,Surat,West,WH_SRT_01,AGT_0110,Delhivery,Toys,4004.52,COD,1,1,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD104838,28-05-2024,30-05-2024,29-05-2024,Nagpur,Central,WH_NGP_01,AGT_0084,BlueDart,Beauty,11484.74,COD,2,2,0,On Time,No,None,No,1,May,Q2,No,No
ORD104839,01-11-2024,08-11-2024,07-11-2024,Hyderabad,South,WH_HYD_01,AGT_0121,Dunzo,Electronics,11764.13,Prepaid,7,7,0,On Time,No,None,No,1,November,Q4,Yes,No
ORD104840,01-05-2024,08-05-2024,07-05-2024,Jaipur,North,WH_JAI_01,AGT_0019,DTDC,Toys,11026.85,Prepaid,7,7,0,On Time,No,None,No,1,May,Q2,No,No
ORD104841,03-10-2024,04-10-2024,06-10-2024,Lucknow,North,WH_LKO_01,AGT_0039,XpressBees,Home & Kitchen,4868.09,Prepaid,1,3,2,Minor Delay,Yes,Customer Unavailable,No,2,October,Q4,Yes,No
ORD104842,12-05-2024,15-05-2024,21-05-2024,Ahmedabad,West,WH_AMD_01,AGT_0114,Ekart,Toys,10938.1,COD,3,9,6,Severe Delay,Yes,High Order Volume,Yes,1,May,Q2,No,No
ORD104843,10-09-2024,12-09-2024,19-09-2024,Jaipur,North,WH_JAI_01,AGT_0080,Dunzo,Fashion,12274.24,COD,2,9,7,Severe Delay,Yes,Route Optimization Failure,Yes,1,September,Q3,No,Yes
ORD104844,27-07-2024,01-08-2024,01-08-2024,Mumbai,West,WH_MUM_01,AGT_0056,Delhivery,Beauty,2016.16,Prepaid,5,5,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD104845,07-08-2024,09-08-2024,13-08-2024,Ahmedabad,West,WH_AMD_01,AGT_0008,XpressBees,Sports,12359.53,Prepaid,2,6,4,Moderate Delay,Yes,Wrong Address,Yes,1,August,Q3,No,Yes
ORD104846,09-09-2024,14-09-2024,13-09-2024,Jaipur,North,WH_JAI_01,AGT_0042,Delhivery,Groceries,2775.3,Prepaid,5,5,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD104847,26-07-2024,02-08-2024,06-08-2024,Indore,Central,WH_IND_01,AGT_0044,Ekart,Beauty,1263.21,Prepaid,7,11,4,Moderate Delay,Yes,Route Optimization Failure,Yes,1,July,Q3,No,Yes
ORD104848,15-06-2024,22-06-2024,25-06-2024,Nagpur,Central,WH_NGP_01,AGT_0139,Ekart,Toys,2088.41,COD,7,10,3,Moderate Delay,Yes,Warehouse Processing Delay,Yes,1,June,Q2,No,Yes
ORD104849,13-09-2024,14-09-2024,14-09-2024,Bangalore,South,WH_BLR_01,AGT_0068,BlueDart,Electronics,13303.36,Prepaid,1,1,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD104850,05-04-2024,06-04-2024,05-04-2024,Hyderabad,South,WH_HYD_01,AGT_0111,Ecom Express,Beauty,2429.21,COD,1,1,0,On Time,No,None,No,1,April,Q2,No,No
ORD104851,04-12-2024,06-12-2024,07-12-2024,Indore,Central,WH_IND_01,AGT_0090,Dunzo,Home & Kitchen,2666.93,COD,2,5,3,Moderate Delay,Yes,Route Optimization Failure,No,1,December,Q4,No,No
ORD104852,19-04-2024,26-04-2024,26-04-2024,Delhi,North,WH_DEL_01,AGT_0127,Ecom Express,Fashion,8027.13,COD,7,7,0,On Time,No,None,No,1,April,Q2,No,No
ORD104853,10-11-2024,13-11-2024,12-11-2024,Lucknow,North,WH_LKO_01,AGT_0090,Ecom Express,Books,9411.18,Prepaid,3,3,0,On Time,No,None,No,1,November,Q4,Yes,No
ORD104854,19-09-2024,26-09-2024,29-09-2024,Hyderabad,South,WH_HYD_01,AGT_0014,DTDC,Home & Kitchen,8162.59,COD,7,10,3,Moderate Delay,Yes,Warehouse Processing Delay,Yes,1,September,Q3,No,Yes
ORD104855,20-02-2024,25-02-2024,24-02-2024,Indore,Central,WH_IND_01,AGT_0083,Dunzo,Sports,8299.66,COD,5,5,0,On Time,No,None,No,1,February,Q1,No,No
ORD104856,06-03-2024,13-03-2024,19-03-2024,Mumbai,West,WH_MUM_01,AGT_0096,Ekart,Toys,9982.03,Prepaid,7,13,6,Severe Delay,Yes,Wrong Address,Yes,1,March,Q1,No,No
ORD104857,26-05-2024,02-06-2024,02-06-2024,Chennai,South,WH_CHN_01,AGT_0148,Dunzo,Electronics,9434.17,Prepaid,7,7,0,On Time,No,None,No,1,May,Q2,No,No
ORD104858,06-10-2024,09-10-2024,09-10-2024,Kolkata,East,WH_KOL_01,AGT_0114,Ecom Express,Home & Kitchen,14506.57,Prepaid,3,3,0,On Time,No,None,No,1,October,Q4,Yes,No
ORD104859,05-09-2024,12-09-2024,16-09-2024,Surat,West,WH_SRT_01,AGT_0110,Ecom Express,Electronics,13424.97,COD,7,11,4,Moderate Delay,Yes,High Order Volume,Yes,1,September,Q3,No,Yes
ORD104860,26-07-2024,29-07-2024,04-08-2024,Bangalore,South,WH_BLR_01,AGT_0128,Delhivery,Groceries,6965.94,COD,3,9,6,Severe Delay,Yes,Traffic Congestion,Yes,1,July,Q3,No,Yes
ORD104861,20-05-2024,22-05-2024,22-05-2024,Pune,West,WH_PUN_01,AGT_0021,Ekart,Electronics,9571.11,COD,2,2,0,On Time,No,None,No,1,May,Q2,No,No
ORD104862,09-11-2024,12-11-2024,19-11-2024,Indore,Central,WH_IND_01,AGT_0147,DTDC,Fashion,11249.75,COD,3,10,7,Severe Delay,Yes,High Order Volume,Yes,1,November,Q4,Yes,No
ORD104863,05-03-2024,08-03-2024,07-03-2024,Bangalore,South,WH_BLR_01,AGT_0017,Shadowfax,Home & Kitchen,10679.82,Prepaid,3,3,0,On Time,No,None,No,1,March,Q1,No,No
ORD104864,05-12-2024,08-12-2024,08-12-2024,Delhi,North,WH_DEL_01,AGT_0138,Shadowfax,Electronics,2962.35,Prepaid,3,3,0,On Time,No,None,No,1,December,Q4,No,No
ORD104865,19-07-2024,20-07-2024,20-07-2024,Chennai,South,WH_CHN_01,AGT_0050,Shadowfax,Toys,3548.57,Prepaid,1,1,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD104866,12-08-2024,13-08-2024,12-08-2024,Delhi,North,WH_DEL_01,AGT_0065,Delhivery,Home & Kitchen,8185.61,COD,1,1,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD104867,15-12-2024,16-12-2024,16-12-2024,Ahmedabad,West,WH_AMD_01,AGT_0050,Shadowfax,Sports,5135.83,COD,1,1,0,On Time,No,None,No,1,December,Q4,No,No
ORD104868,30-08-2024,04-09-2024,03-09-2024,Indore,Central,WH_IND_01,AGT_0085,Ecom Express,Electronics,6473.94,COD,5,5,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD104869,23-02-2024,01-03-2024,01-03-2024,Delhi,North,WH_DEL_01,AGT_0122,Delhivery,Groceries,9712.34,COD,7,7,0,On Time,No,None,No,1,February,Q1,No,No
ORD104870,19-08-2024,22-08-2024,26-08-2024,Surat,West,WH_SRT_01,AGT_0142,Shadowfax,Sports,13446.37,COD,3,7,4,Moderate Delay,Yes,Weather Conditions,Yes,1,August,Q3,No,Yes
ORD104871,16-09-2024,19-09-2024,19-09-2024,Nagpur,Central,WH_NGP_01,AGT_0120,Ekart,Home & Kitchen,12948.15,COD,3,3,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD104872,05-07-2024,06-07-2024,06-07-2024,Nagpur,Central,WH_NGP_01,AGT_0014,Dunzo,Toys,6472.95,Prepaid,1,1,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD104873,13-02-2024,18-02-2024,22-02-2024,Indore,Central,WH_IND_01,AGT_0012,BlueDart,Groceries,8166.5,COD,5,9,4,Moderate Delay,Yes,Wrong Address,Yes,1,February,Q1,No,No
ORD104874,15-06-2024,17-06-2024,17-06-2024,Jaipur,North,WH_JAI_01,AGT_0103,BlueDart,Beauty,10827.9,COD,2,2,0,On Time,No,None,No,1,June,Q2,No,Yes
ORD104875,24-07-2024,31-07-2024,30-07-2024,Surat,West,WH_SRT_01,AGT_0058,XpressBees,Home & Kitchen,3695.5,COD,7,7,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD104876,30-11-2024,07-12-2024,09-12-2024,Hyderabad,South,WH_HYD_01,AGT_0003,Ekart,Groceries,12786.46,COD,7,9,2,Minor Delay,Yes,High Order Volume,No,1,November,Q4,Yes,No
ORD104877,20-07-2024,23-07-2024,27-07-2024,Indore,Central,WH_IND_01,AGT_0006,BlueDart,Electronics,13754.31,Prepaid,3,7,4,Moderate Delay,Yes,Route Optimization Failure,Yes,1,July,Q3,No,Yes
ORD104878,01-10-2024,02-10-2024,04-10-2024,Bangalore,South,WH_BLR_01,AGT_0131,BlueDart,Toys,6077.92,Prepaid,1,3,2,Minor Delay,Yes,Warehouse Processing Delay,No,1,October,Q4,Yes,No
ORD104879,18-09-2024,21-09-2024,26-09-2024,Nagpur,Central,WH_NGP_01,AGT_0106,Dunzo,Toys,5963.47,Prepaid,3,8,5,Moderate Delay,Yes,Wrong Address,Yes,1,September,Q3,No,Yes
ORD104880,02-01-2024,09-01-2024,08-01-2024,Kolkata,East,WH_KOL_01,AGT_0147,Ekart,Groceries,5413.87,Prepaid,7,7,0,On Time,No,None,No,1,January,Q1,No,No
ORD104881,04-07-2024,06-07-2024,05-07-2024,Delhi,North,WH_DEL_01,AGT_0101,Ecom Express,Toys,14646.67,Prepaid,2,2,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD104882,29-02-2024,03-03-2024,10-03-2024,Indore,Central,WH_IND_01,AGT_0122,BlueDart,Fashion,3307.13,Prepaid,3,10,7,Severe Delay,Yes,Vehicle Breakdown,Yes,1,February,Q1,No,No
ORD104883,15-12-2024,20-12-2024,20-12-2024,Indore,Central,WH_IND_01,AGT_0144,DTDC,Home & Kitchen,4731.35,Prepaid,5,5,0,On Time,No,None,No,1,December,Q4,No,No
ORD104884,11-07-2024,12-07-2024,12-07-2024,Indore,Central,WH_IND_01,AGT_0053,Ekart,Fashion,291.52,Prepaid,1,1,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD104885,29-02-2024,02-03-2024,06-03-2024,Hyderabad,South,WH_HYD_01,AGT_0116,XpressBees,Electronics,2720.04,COD,2,6,4,Moderate Delay,Yes,Warehouse Processing Delay,Yes,1,February,Q1,No,No
ORD104886,23-02-2024,28-02-2024,05-03-2024,Kolkata,East,WH_KOL_01,AGT_0050,Dunzo,Home & Kitchen,10466.7,Prepaid,5,11,6,Severe Delay,Yes,Warehouse Processing Delay,Yes,1,February,Q1,No,No
ORD104887,07-03-2024,12-03-2024,19-03-2024,Surat,West,WH_SRT_01,AGT_0092,Shadowfax,Sports,10482.43,COD,5,12,7,Severe Delay,Yes,Weather Conditions,Yes,1,March,Q1,No,No
ORD104888,07-12-2024,09-12-2024,14-12-2024,Surat,West,WH_SRT_01,AGT_0061,Shadowfax,Sports,4048.83,COD,2,7,5,Moderate Delay,Yes,Wrong Address,Yes,1,December,Q4,No,No
ORD104889,12-02-2024,15-02-2024,21-02-2024,Mumbai,West,WH_MUM_01,AGT_0067,Delhivery,Sports,1012.56,COD,3,9,6,Severe Delay,Yes,Route Optimization Failure,Yes,1,February,Q1,No,No
ORD104890,16-03-2024,18-03-2024,25-03-2024,Kolkata,East,WH_KOL_01,AGT_0110,XpressBees,Fashion,7640.1,COD,2,9,7,Severe Delay,Yes,Vehicle Breakdown,Yes,1,March,Q1,No,No
ORD104891,27-05-2024,29-05-2024,28-05-2024,Mumbai,West,WH_MUM_01,AGT_0105,DTDC,Electronics,12096.69,Prepaid,2,2,0,On Time,No,None,No,1,May,Q2,No,No
ORD104892,05-09-2024,08-09-2024,09-09-2024,Jaipur,North,WH_JAI_01,AGT_0085,Shadowfax,Groceries,7965.03,COD,3,4,1,Minor Delay,Yes,Traffic Congestion,No,1,September,Q3,No,Yes
ORD104893,09-08-2024,14-08-2024,13-08-2024,Nagpur,Central,WH_NGP_01,AGT_0073,DTDC,Sports,2606.13,Prepaid,5,5,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD104894,18-02-2024,19-02-2024,26-02-2024,Patna,East,WH_PAT_01,AGT_0147,Ecom Express,Home & Kitchen,7543.48,Prepaid,1,8,7,Severe Delay,Yes,Warehouse Processing Delay,Yes,1,February,Q1,No,No
ORD104895,17-01-2024,22-01-2024,27-01-2024,Bhopal,Central,WH_BHO_01,AGT_0144,XpressBees,Sports,2254.53,Prepaid,5,10,5,Moderate Delay,Yes,Route Optimization Failure,Yes,1,January,Q1,No,No
ORD104896,21-10-2024,24-10-2024,27-10-2024,Surat,West,WH_SRT_01,AGT_0134,DTDC,Electronics,957.59,COD,3,6,3,Moderate Delay,Yes,Customer Unavailable,Yes,2,October,Q4,Yes,No
ORD104897,04-01-2024,09-01-2024,11-01-2024,Nagpur,Central,WH_NGP_01,AGT_0079,Dunzo,Groceries,5524.86,Prepaid,5,7,2,Minor Delay,Yes,Customer Unavailable,No,2,January,Q1,No,No
ORD104898,29-04-2024,04-05-2024,03-05-2024,Jaipur,North,WH_JAI_01,AGT_0117,XpressBees,Books,13011.77,COD,5,6,1,Minor Delay,Yes,None,No,1,April,Q2,No,No
ORD104899,14-12-2024,16-12-2024,15-12-2024,Hyderabad,South,WH_HYD_01,AGT_0008,Shadowfax,Toys,4012.03,COD,2,2,0,On Time,No,None,No,1,December,Q4,No,No
ORD104900,28-09-2024,05-10-2024,05-10-2024,Hyderabad,South,WH_HYD_01,AGT_0016,Ekart,Sports,13502.8,Prepaid,7,7,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD104901,26-10-2024,27-10-2024,26-10-2024,Hyderabad,South,WH_HYD_01,AGT_0056,DTDC,Books,10428.3,Prepaid,1,1,0,On Time,No,None,No,1,October,Q4,Yes,No
ORD104902,19-01-2024,20-01-2024,19-01-2024,Hyderabad,South,WH_HYD_01,AGT_0149,BlueDart,Books,12291.65,Prepaid,1,1,0,On Time,No,None,No,1,January,Q1,No,No
ORD104903,28-07-2024,29-07-2024,29-07-2024,Bhopal,Central,WH_BHO_01,AGT_0084,Shadowfax,Beauty,13175.63,COD,1,1,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD104904,09-12-2024,11-12-2024,11-12-2024,Jaipur,North,WH_JAI_01,AGT_0076,Ecom Express,Sports,6681.69,COD,2,2,0,On Time,No,None,No,1,December,Q4,No,No
ORD104905,13-03-2024,18-03-2024,17-03-2024,Chennai,South,WH_CHN_01,AGT_0034,Shadowfax,Groceries,1433.5,Prepaid,5,5,0,On Time,No,None,No,1,March,Q1,No,No
ORD104906,27-07-2024,03-08-2024,10-08-2024,Nagpur,Central,WH_NGP_01,AGT_0099,Ecom Express,Fashion,11481.03,Prepaid,7,14,7,Severe Delay,Yes,Customer Unavailable,Yes,2,July,Q3,No,Yes
ORD104907,30-06-2024,07-07-2024,07-07-2024,Lucknow,North,WH_LKO_01,AGT_0057,BlueDart,Groceries,9194.86,COD,7,9,2,Minor Delay,Yes,None,No,1,June,Q2,No,Yes
ORD104908,11-06-2024,16-06-2024,15-06-2024,Surat,West,WH_SRT_01,AGT_0055,Ecom Express,Home & Kitchen,1935.07,COD,5,8,3,Moderate Delay,Yes,None,No,1,June,Q2,No,Yes
ORD104909,16-03-2024,21-03-2024,21-03-2024,Pune,West,WH_PUN_01,AGT_0120,Dunzo,Books,3180.64,COD,5,5,0,On Time,No,None,No,1,March,Q1,No,No
ORD104910,09-08-2024,14-08-2024,19-08-2024,Surat,West,WH_SRT_01,AGT_0077,Shadowfax,Beauty,7712.79,COD,5,10,5,Moderate Delay,Yes,High Order Volume,Yes,1,August,Q3,No,Yes
ORD104911,18-11-2024,25-11-2024,24-11-2024,Indore,Central,WH_IND_01,AGT_0126,XpressBees,Electronics,5277.7,COD,7,7,0,On Time,No,None,No,1,November,Q4,Yes,No
ORD104912,18-09-2024,19-09-2024,19-09-2024,Patna,East,WH_PAT_01,AGT_0137,Ecom Express,Home & Kitchen,9617.58,Prepaid,1,1,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD104913,28-07-2024,29-07-2024,28-07-2024,Ahmedabad,West,WH_AMD_01,AGT_0091,Shadowfax,Fashion,4855.13,Prepaid,1,1,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD104914,19-02-2024,22-02-2024,21-02-2024,Kolkata,East,WH_KOL_01,AGT_0023,Delhivery,Beauty,8501.68,COD,3,3,0,On Time,No,None,No,1,February,Q1,No,No
ORD104915,11-10-2024,12-10-2024,13-10-2024,Kolkata,East,WH_KOL_01,AGT_0107,Ekart,Fashion,12532.98,COD,1,2,1,Minor Delay,Yes,Route Optimization Failure,No,1,October,Q4,Yes,No
ORD104916,19-04-2024,22-04-2024,21-04-2024,Jaipur,North,WH_JAI_01,AGT_0096,BlueDart,Beauty,9774.89,COD,3,3,0,On Time,No,None,No,1,April,Q2,No,No
ORD104917,05-02-2024,12-02-2024,12-02-2024,Surat,West,WH_SRT_01,AGT_0064,DTDC,Sports,6349.3,Prepaid,7,7,0,On Time,No,None,No,1,February,Q1,No,No
ORD104918,18-03-2024,25-03-2024,24-03-2024,Kolkata,East,WH_KOL_01,AGT_0034,BlueDart,Fashion,9128.86,COD,7,7,0,On Time,No,None,No,1,March,Q1,No,No
ORD104919,06-05-2024,07-05-2024,14-05-2024,Surat,West,WH_SRT_01,AGT_0094,Dunzo,Sports,11757.92,Prepaid,1,8,7,Severe Delay,Yes,Route Optimization Failure,Yes,1,May,Q2,No,No
